headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,deliberately,"故意に, わざと / よく考えて, 慎重に",/dɪˈlɪbərətli/,11228,He deliberately ignored her.,彼は故意に彼女を無視した。,2997416
,,,designate,"【動/他】を指摘する, を示す / 《...と》 (人・物)を呼ぶ, を称する 《as ...》 / (任務・官職・目的などに)...を指名する, を任命する / 【形】(まだ就任していないが,ある役職に) 任命された, 指名された",/dɪˈzɪɡ.neɪt/,11552,I will designate you as the team leader.,私はあなたをチームリーダーと指定します。,2997502
,,,deter,"...を躊躇わせる, ...をちゅうちょさせる / 《...することを》 ...に思いとどまらせる《~ ... from doing》",/dɪˈtɜːr/,11624,Her determination did not deter him from pursuing his dreams.,彼女の決意は彼が夢を追い求めることを躊躇わせなかった。,2997532
,,,dictate,命令する、指示する、 口述する、（状況や必要性が）要求する、決定づける,/dɪkˈteɪt/,11808,She asked her assistant to dictate the letter.,彼女はアシスタントに手紙を書き取らせるよう頼んだ。,2997580
,,,differential,"差別的な /  微分の / 差動の / 〈C〉差別額,運賃差 / 〈U〉微分 / 〈C〉〈U〉(また[[differential gear]])差動歯車,差動装置",/dɪˌfɛrənʃəl/,11845,The differential equation is difficult to solve.,微分方程式は解くのが難しいです。,1628675
,,,differentiate,【動/自】分化する 【動/他】を識別する、を差別化する,/dɪˈfɛrəntʃieɪt/,11847,It is important to differentiate between fact and opinion.,事実と意見を区別することが重要です。,1637435
,,,dip,〈他〉をちょっと浸す；さっとつける《in》；くみ出す〈自〉沈む；下に傾く,/dɪp/,11952,I like to dip my fries in ketchup.,私はポテトをケチャップにつけるのが好きです。,2997615
,,,disable,"《しばしば受動態で》…‘を'役に立たなくする,無力にする,動けなくする  / 《文》(…から)…‘を'失格させる,無能力にする《+名+from+名(doing)》",/dɪˈseɪbəl/,12011,They disable the security system.,彼らはセキュリティシステムを無効にします。,2997633
,,,discourage,"を落胆させる, をがっかりさせる / 《...することを》〈人〉に思いとどまらせる, の意欲を削ぐ《from doing》 / をさせないようにする",/dɪsˈkʌrɪdʒ/,12112,His negative comments discouraged her from pursuing her dreams.,彼の否定的なコメントは、彼女が夢を追い求める意欲を削ぐものだった。,1628666
,,,dissent,"【動/自】《…と》意見が違う,《…に》異議を唱える,従わない《from ...》 （英国国教会の）教義に従わない 【名/U】《…との》意見の相違,異議,不同意《from ...》 ；英国国教会からの分離",/dɪˈsɛnt/,12338,She expressed her dissent during the meeting.,彼女は会議中に異議を唱えました。,2997717
,,,distort,"〈形〉をゆがめる, をねじる / 〈事実・真実など〉を曲げる, をゆがめる",/dɪˈstɔːrt/,12393,The funhouse mirrors distort your reflection.,遊園地の鏡はあなたの映りをゆがめます。,2997730
,,,distinctive,"独特の, 特有の, 特徴的な, はっきりした差異のある",/dɪˈstɪŋktɪv/,12388,The restaurant's distinctive decor made it stand out from its competitors.,そのレストランの特徴的な装飾は、競合他社より際立っていました。,1622768
,,,diverse,"別種の,違った《from》；いろいろの,多様な",/dɪˈvɜːrs/,12445,The team is made up of diverse individuals from different backgrounds.,チームは、異なるバックグラウンドを持つ多様な人で構成されています。,2997751
,,,documentation,"【名/U/C】(証拠・証明になる) 公式文書, 証拠書類 / 文書調べ, 文書による証拠固め / 《コンピューター》 説明書, 手引書",/dɑkjəmɛnˈteɪʃən/,12531,The documentation for this software is comprehensive and easy to understand.,このソフトウェアのドキュメンテーションは包括的で理解しやすいです。,2997769
,,,drawback,"〈C〉《...の》障害,妨げ《to ...》 / 欠点, 短所 / 〈U/C〉払い戻し金",/ˈdrɔːbæk/,12897,One major drawback of living in a big city is the high cost of living.,大都市に住むことの大きな欠点は、生活費の高さです。,1625360
,,,drain,"(液体を)…‘から'排出する《+名+of+名》;(…から)〈液体〉‘を'排出する《+名+from+名》  / …‘を'消耗させる,枯渇させる;(…を)〈人〉‘から'消耗させる《+名+of+名》  / 〈酒など〉‘を'飲み干す,空にする  / 〈土地〉‘を'干上がらせる  / 〈土地などが〉水はけがよい;(液体を)排出する《+of+名》  / 〈水・液体などが〉徐々に流れ去る",/dreɪn/,12864,The plumber fixed the drain and now the water flows smoothly.,配管工は排水溝を修理して、今は水がスムーズに流れます。,2997862
,,,duplicate,"〈C〉写し,複製",/djuːplɪkət/,13174,Be careful not to duplicate any files when you transfer them to the new folder.,新しいフォルダにファイルを移動する際に、重複しないように注意してください。,2997941
,,,duration,"〈U〉（時間の）持続,存続,継続；存続期間,持続時間",/djʊˈreɪʃən/,13183,The duration of the movie was two hours.,映画の時間は2時間でした。,1649915
,,,eager,"《補語にのみ用いて》熱望している,強く望んで  / 熱心な",/ˈiːɡər/,13276,She is eager to learn new things.,彼女は新しいことを学びたいと熱望しています。,2997967
,,,economist,経済学者,/ɪˈkɒnəmɪst/,13403,The economist predicted a recession in the next quarter.,経済学者は次の四半期に景気後退を予測しました。,2998014
,,,electrical,"電気の,電気と関係のある / 電気を扱う,電気で動く,電動の / 電撃的な",/ɪˈlɛktrɪkəl/,13622,I need to call an electrician to fix the electrical problem in my house.,家の電気の問題を修理するために電気技師に電話しなければなりません。,2998068
,,,elite,"《the ~》《複数扱い》えり扱きの人々,エリート,精鋭  / 〈U〉エリート活字",/ɪˈliːt/,13706,He is considered one of the elite in his field.,彼は自分の分野でエリートの一人と見なされています。,2998084
,,,eligible,"ふさわしい,適格である,資格がある",/ɛlɪdʒəbəl/,13701,She is eligible for the scholarship.,彼女は奨学金の対象となる。,2998078
,,,embed,埋め込む,/ɪmˈbɛd/,13765,The workers will embed the steel rods into the concrete.,労働者たちは鉄筋をコンクリートに埋め込む予定です。,1642289
,,,emergence,出現,/ɪˈmɜːrdʒəns/,13805,The emergence of new technologies has revolutionized the way we live.,新しい技術の出現は私たちの生活のあり方を革命的に変えました。,1663111
,,,enforce,"〈他〉〈法律など〉を実施する / 《…に》…を強要する《on, upon ...》",/ɪnˈfɔːrs/,14002,The police officer was tasked to enforce the new traffic regulations.,警察官は新しい交通規制を執行するように指示されました。,2998150
,,,engagement,"〈C〉《...との》約束, 取り決め《with ...》 / 《...の》約束, 予約《for ...》 / 婚約",/ɪnˈɡeɪdʒmənt/,14012,The couple announced their engagement last night.,二人は昨夜婚約を発表した。,2998153
,,,equip,"(ある目的のために必要な装備などで)〈人〉‘に'支度させる,〈船・軍隊など〉‘に'装備する《+名+with+名》,(…に備えて)…‘に'支度させる,‘を'装備する《+名+for+名》  / (必要な知識・能力などを)〈人〉‘に'身につけさせる:《equip+名〈人〉+with+名+for+名…に備えて…を人に身につけさせる》",/ɪˈkwɪp/,14266,He equipped himself with the necessary tools for the job.,彼は仕事のために必要な道具を装備した。,2998225
,,,erode,【動他】を侵食する；腐食させる【動/自】侵食される；腐食する,/ɪˈroʊd/,14306,The constant exposure to water erode the rocks over time.,水に常にさらされることで、時間の経過とともに岩が侵食される。,2998236
,,,excellence,"(…における)優秀さ,卓越《+in(at)+名》,(…として)優れていること《+as+名》",/ˈɛksələns/,14647,She demonstrated excellence in her work.,彼女は仕事で優秀さを示しました。,2998316
,,,execute,〈他〉を実行する / 《Bの罪でAの》死刑を執行する《 A for / as B》 / （芸術品）を制作する / （法律・契約など）を執行する,/ˈɛksəˌkjut/,14717,He will execute the plan tomorrow.,彼は明日計画を実行する予定です。,2998345
,,,favorable,"好意的な,賛成の  / 有利な,都合のよい",/'feɪvərəbəl/,15352,He received a favorable response from the audience.,彼は観客から好意的な反応を受けました。,2998527
,,,formerly,"以前は, かつては, 昔は, もとは",/fɔːr.mər.li/,16657,He was formerly a doctor.,彼は以前は医者でした。,2998850
,,,forum,"《the Fo・rum》(古代ローマの)大広場,市場(商業取引や裁判・政治などの集会所として用いられた)  / 〈C〉(公開討論・批判などの)広場,フォーラム  / 〈C〉討論会",/ˈfɔː.rəm/,16706,I attended a forum on ancient Roman history.,私は古代ローマの歴史に関するフォーラムに参加しました。,2998867
,,,freely,"自由に;かってに  / 惜しげなく,十分に  / 率直に;無遠虜に  / 自分から進んで",/ˈfriːli/,16918,You can express yourself freely in this art class.,この美術クラスでは自由に自己表現することができます。,2998923
,,,freight,"【名/U】貨物運送 / 運送料, 運賃 / 積荷 / 【動/他】(船・貨車)に《...の》貨物を積む 《with ...》 / (貨物として) を運送する",/frɛɪt/,16940,The freight train arrived at the station on time.,貨物列車は時間通りに駅に到着しました。,2998918
,,,gallon,ガロン(液量の単位;《米》3.7853リットル;《英》4.546リットル),/ˈɡælən/,17409,I bought a gallon of milk at the grocery store.,私はスーパーマーケットで牛乳を１ガロン買いました。,2999029
,,,grim,"(顔つき・態度などが)険しい,こわい  / 断固とした,妥協を許さない  / 《話》ぞっとする,不快な  / 容赦のない,すさまじい",/ɡrɪm/,18586,His grim expression scared me.,彼の険しい表情に怖くなった。,1654981
,,,graph,"グラフ,図表",/ɡræf/,18411,I created a graph to visualize the data.,データを視覚化するためにグラフを作成しました。,2999280
,,,grave,"重大な, 容易ならない([[serious]]) / まじめな, 厳粛な([[solemn]])",/ɡreɪv/,18449,The situation is grave and requires immediate attention.,状況は重大であり、即座の対応が必要です。,2999294
,,,grip,"《単数形で》(…を)しっかり握る(つかむ)こと《+on+名》  / (特にスポーツ用具などの)握り方;握力  / (…に対する)支配力,制御力《+on+名》  / 《単数形で》(…に対する)理解力《+on(of)+名》  / (道具・機械などの)握り,取っ手,柄  / 《おもに米》小型の手さげ旅行かばん  / =grippe",/ɡrɪp/,18596,He had a firm grip on the steering wheel.,彼はハンドルをしっかり握っていた。,2999340
,,,gross,"全体の, 総計の / 粗野な,下品な, キモい",/ɡroʊs/,18631,His gross manners offended his companions.,彼の無作法は仲間を怒らせた。,41656
,,,handset,(電話の)送受話器,/'hændsɛt/,19157,I picked up the handset to answer the call.,私は電話を受けるために送受話器を取りました。,1641164
,,,hedge,〈C〉生垣 / 境界 / 《...に対する》 保護手段《against ...》,/hɛdʒ/,19600,I trimmed the hedge in my garden.,私は庭の生け垣を刈りました。,2999619
,,,hierarchy,"聖職の階級組織  / 聖職位階制政治  / (一般に)階級組織,職階制;階層",/ˈhaɪəˌrɑrki/,19867,The company has a clear hierarchy with different levels of management.,会社には異なる管理レベルを持つ明確な階層があります。,1637479
,,,hurdle,"〈C〉(競技用)ハードル,障害物  / 《複数形で;単数扱い》ハードル競走  / 〈C〉困難,障害物  / 〈C〉(臨時に家畜の囲いなどに用いる移動式の)編み垣  / (競技で)〈ハードルなど〉‘を'跳び越す  / 〈困難・障害など〉‘を'克服する,‘に'打ち勝つ(overcome)",/ˈhɜːrdl/,20675,He cleared the hurdle with ease.,彼は楽々とハードルをクリアした。,2999902
,,,idle,働いていない / 怠惰な / 無駄な /,/ˈaɪdəl/,20958,She spends her weekends being idle and relaxing at home.,彼女は週末をアイドルで過ごし、家でリラックスしています。,2999959
,,,incorrect,不正確な；誤った；適切でない,/ɪnkəˈrɛkt/,21485,He gave me incorrect directions to the restaurant.,彼は私にレストランへの間違った道順を教えました。,3000094
,,,inability,"無力,無能,不能",/ɪnəˈbɪlɪti/,21329,"Despite his best efforts, he was unable to lift the heavy box.",彼は最善を尽くしたが、重い箱を持ち上げることができなかった。,3000067
,,,inclusion,"【名/U】中に含めること,包含【C】中に含まれた物",/ɪnˈkluːʒən/,21430,The inclusion of diverse perspectives is essential for a well-rounded discussion.,多様な視点の包括は、円滑な議論に不可欠です。,1639381
,,,infect,〈他〉感染させる、影響を及ぼす,/ɪnˈfɛkt/,21774,The virus can infect humans easily.,ウイルスは人間を簡単に感染させることができます。,3000172
,,,inherit,"〈他〉《...から》 を相続する,受け継ぐ 《from ...》 / のあとを継ぐ / 〈自〉財産を相続する",/ɪnˈhɛrɪt/,21902,She will inherit her father's fortune.,彼女は父の財産を相続する予定です。,3000202
,,,initiate,【動/他】始める、入会させる、教える,/ɪˈnɪʃiˌeɪt/,21921,We need to initiate a plan of action to solve this problem.,この問題を解決するために、行動計画を開始する必要があります。,1017743
,,,insert,"(…に)…‘を'差し込む,挿入する《+名+in(into, between)+名》  / 挿入物;(別刷りの)差し込みページ;(新聞などの)折り込みビラ",/ɪnˈsɜːrt/,22037,Please insert the key into the lock.,鍵をロックに差し込んでください。,3000240
,,,intangible,【形】触れることができない；はっきりしない【名/C】無形の財産,/ɪnˈtændʒəbəl/,22162,The concept of love is intangible.,愛の概念は触れることができない。,1635971
,,,interim,"【形】中間の / 仮の, 一時的な, 暫定的な / 【名/C/U】(二つのでき事・時期などの)中間,合い間 / 暫定",/ˈɪntərɪm/,22253,He will serve as the interim CEO until a permanent replacement is found.,彼は常任の代わりが見つかるまで、臨時のCEOとして務めます。,1635974
,,,intermediate,"中級の,中間の",/ˌɪntərˈmiːdiət/,22280,She is at an intermediate level in French.,彼女のフランス語は中級レベルです。,1633278
,,,irrelevant,"無関係の,重要でない",/ɪˈrɛləvənt/,22610,The color of the walls is irrelevant to the overall design.,壁の色は全体のデザインには無関係です。,3000397
,,,jet,〈C〉(水・ガス・蒸気などの)噴出  / 噴出物 / 噴出口 / ジェット機,/dʒɛt/,22900,The jet took off in a hurry.,ジェット機は急いで離陸した。,1623501
,,,lag,"【動/自】遅れる, (学業・仕事などで)遅れをとる《behind》 / 《...より》遅れる《behind ...》 / 〈関心などが〉衰える / 【名/U/C】遅れること,遅延",/læɡ/,23739,The game started to lag after the latest update.,最新のアップデート後、ゲームが遅くなり始めました。,3000680
,,,leak,"〈U〉〈C〉(水・空気・ガス・光などが)漏れること  / 〈C〉漏れ口,漏れ穴  / 〈C〉(秘密などの)漏えい《+of+名》",/liːk/,24106,There was a leak in the pipe.,パイプに漏れがありました。,3000774
,,,logical,"論理学の  / 論理的な  / (論理上)必然の,不可避の",/lɑːdʒɪkəl/,24920,Logical reasoning is an important skill in the field of philosophy.,論理的な推論は哲学の分野で重要なスキルです。,1662581
,,,liberty,"〈U〉(圧政・支配・束縛などからの)自由,独立,解放;(自分の意志で行動・選択する)自由,権利  / 〈C〉気まま,かって;かって気ままな言動  / 《the ~》(ある場所に出入りする)権利,自由《+of+名》  / 〈U〉(海軍の)上陸許可(時間)  / 《複数形で》(王などから与えられた)権利,特権",/ˈlɪbərti/,24394,She fought for liberty and equality.,彼女は自由と平等のために戦った。,3000834
,,,levy,"【動/他】《...に》を強制的に課する《on》；を取り立てる【名/C】強制課税；取り立てた税金；召集,召集兵",/ˈlɛvi/,24352,The government decided to levy a new tax on luxury goods.,政府は高級品に新たな税金を課すことを決定しました。,3000827
,,,loop,"(糸・ひも・針金などで作った)輪・輪状のもの;(輪状の)湾曲部・(宙返り飛行・スケートなどで描く)輪・ループ (ある条件が成立するまで繰り返し実行される，プログラム中に記述された一連の命令のこと)・仲間、影響｝を受け合う間柄・同列の立場・「keep誰々in the loop」として、「keep誰々informed：情報を（人）に絶えず提供し続ける、報告を（人）に欠かさない、（人）に逐次連絡する、（人）に常に通知する」・避妊リング; (鉄道・電線などの)環状線(loop line)・…‘を'輪にする,輪で囲む・…‘を'輪で結ぶ,輪で締める《+up+名,+名+up》・輪になる,輪を描く",/lup/,25023,She threaded the string through the loop.,彼女は糸を輪の中に通した。,3001006
,,,loom,"ぼうっと現れる,ぼんやりと大きく見えてくる《up》 / 〈危険・困難などが〉不気味に迫る",/lum/,25017,Dark clouds loom over the horizon.,暗い雲が地平線にぼうっと現れる。,3001003
,,,lump,"【名/C】(一定の形のない) 塊 / こぶ, はれもの / 【形】塊になった / 一まとめの / 【動/他】〈いくつかのもの〉を一まとめにする《together》 / 【動/自】塊になる",/lʌmp/,25255,I found a lump on my arm.,私は腕にしこりを見つけました。,3001053
,,,lure,【名/C】誘惑するもの / 魅力 / にせ餌 / おとり【動/他】を誘惑する / をおびきよせる,/ljʊər/,25284,The fisherman used a shiny lure to attract the fish.,漁師は光るルアーを使って魚を引き寄せました。,3001066
,,,merge,"〈自〉〈会社・組織が〉合併する, 《...と》合併する《with ...》 / 《…に》溶け込む《into, in ...》 / 〈他〉〈会社・組織〉を合併する, 《...と》...を合併する《with ...》",/mɜːrdʒ/,26490,The two companies decided to merge in order to expand their market share.,2つの会社は市場シェアを拡大するために合併することを決定しました。,3001375
,,,minus,"…を引くと,を減ずると  / 《話》…なしで,を失って,のない(without)",/mɑɪnəs/,26992,"That will be $1,500, minus the deposit of $150 that you already paid.",すでに支払った150ドルを差し引くと、1500ドルとなる。,3010607
,,,missile,"ミサイル,ロケット弾  / 《文》飛び道具(石,矢,投げやりなど)",/mɪˈsaɪl/,27132,The missile was launched from a military base.,ミサイルは軍事基地から発射されました。,3001529
,,,mold,"〈C〉 型, 鋳型 / 型に入れて作った物 / 〈U〉〈C〉《...の》形, 姿 《of ...》 /",/moʊld/,27297,The statue was cast in a mold.,その像は型に入れられて作られた。,120164
,,,monopoly,"〈U〉〈C〉《単数形で》(事業などの)独占,(商品の)専売;(一般に)(…の)独占,占有《+of+名》  / 〈C〉(国家・特許などによる)(…の)独占権,専売権《+of(on)+名》  / 〈C〉独占企業,専売会社(公社)  / 〈C〉(独占の対象となる)専売品,専売業,独占事業",/məˈnɒp.ə.li/,27433,The company has a monopoly on the market.,その会社は市場を独占している。,3001608
,,,motive,"〈C〉《...の》動機,誘因,目的《for, of ...》",/ˈmoʊtɪv/,27633,His motive for studying abroad was to learn a new language.,彼の留学の動機は新しい言語を学ぶためでした。,3001666
,,,multiply,"を増やす, を繁殖させる / 《ある数を》〈ある数〉に掛ける 《by ...》 / 〈数・量などが〉増える / 掛け算をする",/mʌl.tɪ.plaɪ/,27848,She likes to multiply her savings by investing in stocks.,彼女は株式投資で貯金を増やすことが好きです。,3001728
,,,myth,"〈C〉(個々の)神話,神代物語;〈U〉《集合的に》神話  / 〈C〉神話的な人(物・事)  / 〈C〉作り話,伝説;(…という)作り話《+that節》",/mɪθ/,28010,The story of Atlantis is a famous myth.,アトランティスの物語は有名な神話です。,3001761
,,,obtain,"〈他〉(努力して)…を得る, を手に入れる / 《...に》...をもたらす, を得させる《for ...》 / 〈自〉《文》〈習慣・制度などが〉存続する",/əbˈteɪn/,29236,I was able to obtain the information I needed.,必要な情報を手に入れることができました。,3002098
,,,offset,"【名/C】《...を》相殺するもの《to, for ...》 / 横枝 / 【動/他】を埋め合わせする / を相殺する / をオフセット印刷する",/ˈɒfˌsɛt/,29398,The offset of the painting gives it a unique perspective.,絵のオフセットは独特な視点を与えています。,1651503
,,,occurrence,"〈U〉(事件などが) 起こること, 発生 / 〈C〉でき事, 事件",/əˈkɜrəns/,29270,The occurrence of the event was unexpected.,事件の発生は予期されなかった。,3002111
,,,overwhelm,"苦しめる, 悩ませる, 圧倒する",/ˌoʊ.vərˈwɛlm/,30189,The amount of work can overwhelm me sometimes.,仕事の量は時々私を苦しめることがあります。,3002370
,,,overview,"〈C〉概観,大要",/ˈoʊvərˌvjuː/,30185,"Before we get into the details, let me give you a brief overview of the project.",詳しい説明に入る前に、プロジェクトの概要を説明します。,1626905
,,,partition,"〈U〉(…の)分割,区分《+of+名》  / 〈C〉(分割された)部分  / 〈C〉仕切り壁  / (…に)…‘を'分割する,分配する《+名+into+名》  / …‘を'仕切る,区切る《+off+名,+名+off》",/pɑrˈtɪʃən/,30751,The room was divided into two partitions.,部屋は2つのパーティションに分割されていた。,3002513
,,,performer,"《修飾語を伴って》実行する人,遂行する人  / 演奏者,上演者;(特に)芸人",/pɚˈfɔːrmɚ/,31308,The performer captivated the audience with their incredible talent.,パフォーマーは信じられない才能で観客を魅了しました。,3002712
,,,pensioner,恩給(年金)受給者,/pɛnʃənər/,31208,My grandfather is a pensioner.,私の祖父は恩給受給者です。,3002680
,,,perpetual,"永久の, 永遠に続く / 終身の / 絶え間のない",/pərˈpɛtʃuəl/,31395,He has a perpetual smile on his face.,彼は顔に永遠の笑顔を浮かべている。,3002634
,,,pioneer,"【名/C】《...の》 先駆者, 開拓者 《in, of ...》  / 【動/他】を開拓する / 【動/自】《...の》 開拓者となる, 先駆者となる 《in ...》",/paɪəˈnɪər/,31981,He was a pioneer in the field of technology.,彼は技術の分野で先駆者だった。,3002804
,,,poison,"毒薬  / 《…に》害になるもの,害毒《to ...》 / 《俗》酒",/'pɔɪzn/,32428,Be careful not to touch the poison.,毒に触れないように注意してください。,3002898
,,,popularity,"(人の間での)人気,好評,流行《+with(among)+名〈人〉》",/pɒp.jʊˈlær.ɪ.ti/,32652,The new movie is gaining popularity among audiences.,新しい映画は観客の間で人気を集めています。,3002956
,,,predictable,(現象などが)予報(予言)し得る  / (悪い意味で)予想どおりの,/pɹɪˈdɪktəbəl/,33059,The outcome of the experiment was predictable.,実験の結果は予測可能でした。,3003055
,,,predecessor,【名/C】(ある仕事の) 前任者 / 前のもの,/prɪˈdɛsɛsər/,33044,His predecessor retired last year.,彼の前任者は去年引退しました。,3003054
,,,prejudice,"〈U〉〈C〉《…に対する不当な》先入観,偏見《against ...》;《…に好意的な》先入観,えこひいき《in favor of ...》  / 〈U〉不利益,損害",/prɪˈdʒʊdɪs/,33111,Prejudice is a harmful mindset that can lead to discrimination.,先入観は差別につながる有害な心構えです。,3003073
,,,premium,"(購買心をそそるための)無料提供品,値引き品,おまけ  / 割増し金;奨励金  / (普通以上の)高い価値  / 保険料,保険掛け金",/'priː.miəm/,33134,I got a premium for subscribing to the magazine.,その雑誌の購読予約をして景品をもらった。,122305
,,,probable,"ありそうな, 起こりそうな",/ˈprɑbəbəl/,33464,It is probable that it will rain tomorrow.,明日は雨が降る可能性があります。,3003172
,,,proclaim,を宣言する / をはっきりと知らせる,/prəˈkleɪm/,33492,The president will proclaim a new policy tomorrow.,大統領は明日新しい政策を宣言する予定です。,3003179
,,,prod,"【動/他】《...で》を突く,を押す《with ...》 / 《...するよう》に促す, を駆り立てる《to do/into doing》【名/C】突くこと / 突き棒 / 《...からの》(行動への)刺激；促進《from ...》",/prɒd/,33512,You need to prod the cattle to get them moving.,牛を動かすためには、牛を突かなければならない。,1628251
,,,prosperous,繁栄している / 成功している / 裕福な,/prɒˈspɛrəs/,33745,The city is prosperous with a booming economy and thriving businesses.,その都市は繁栄しており、経済も活況で、企業も繁盛しています。,1629343
,,,rage,"〈U〉〈C〉激怒,憤激  / 〈U〉〈C〉《おもに文》(風・波などの)猛威,激しさ《+of+名》  / 〈U〉〈C〉(感情・欲望などの)激しさ,強烈さ《+of+名》  / 〈C〉(…に対する)熱望,熱情《+for+名(doing)》  / 〈C〉《話》(一時的に)大流行しているもの",/reɪdʒ/,34661,He was filled with rage when he found out the truth.,彼は真実を知った時に激怒していた。,3003449
,,,rally,"〈他〉《...のもとに》〈人〉を再び集める 《around, to, behind ...》 / 《...に対して》〈気力・体力など〉を持ち直す 《for, to ...》 / 〈自〉《...のもとに》再び集まる 《around, to, behind ...》 / 《不幸・病気などから》持ち直す, 立ち直る 《from ...》 / (テニスなどで)続けて打ち合う",/ˈræli/,34715,The protesters gathered in the park to rally against the government's new policies.,抗議者たちは公園で政府の新しい政策に抗議するために集まった。,3003468
,,,receiver,"受取人  / 管財人(判決が出るまでの期間,他人の財産や事業の管理を裁判所から任命された人)  / (電話の)受話器;(電信を)受信機;(テレビの)受像機  / (盗品の)故買人",/rɪˈsivər/,35060,The receiver of the package was very happy.,パッケージの受取人はとても喜んでいました。,3003540
,,,redeem,"〈罪や過ちなど〉を償う, を埋め合わせる/ 〈約束や契約など〉を実行する, を果たす /  〈商品券やポイントなど〉を交換する, を利用する / 〈信念や価値観など〉を回復する, を取り戻す",/ɹɪˈdim/,35242,I redeemed my coupon for a free drink.,私は無料ドリンクのクーポンを使った。,3003594
,,,remedy,"(…の)治療薬,治療法《+for+名》  / (…を)矯正(救済)するもの,(…の)対策となるもの《+for+名》",/rɛmədi/,35547,This medicine is an effective remedy for cold symptoms.,この薬は風邪の症状の治療薬です。,3003697
,,,reluctance,〈U〉気が進まないこと / 不承不承 / 《物理》 磁気抵抗,/ɹɪˈlʌktəns/,35528,She showed reluctance to join the team.,彼女はチームに参加することに抵抗を示した。,3003690
,,,remarkably,"著しく,目立って",/rɪˈmɑːrkəbli/,35542,She has made a remarkably quick recovery from her illness.,彼女は病気から著しく早く回復しました。,3003699
,,,replicate,"を複製する, を繰り返す / 〈研究結果など〉を再現する / 細胞分裂で再生する, 自己複製する",/ˈrɛplɪˌkeɪt/,35670,Scientists are attempting to replicate the results of the initial experiment to confirm its validity.,科学者たちは、最初の実験の結果を再現し、その妥当性を確認しようとしている。,1626797
,,,renew,"〈他〉...を新しくする / ...を再び始める / を継続する, を更新する",/rɪˈnjuː/,35598,I need to renew my passport before it expires.,パスポートの有効期限が切れる前に更新する必要があります。,3003720
,,,revival,"〈U〉〈C〉(生命・意識・元気などの)回復;(…を)生き返らせること《+of+名》  / 〈U〉〈C〉(習慣・流行などの)復活,よみがえり《+of+名》  / 〈C〉(…の)再上演,再上映《+of+名》  / 〈U〉信仰復興;〈C〉信仰復興伝道集会",/rɪˈvaɪvəl/,36008,The revival of the patient's health was a miracle.,患者の健康の回復は奇跡だった。,1646057
,,,robust,たくましい;強壮な  / 体力のいる,/ˈroʊbʌst/,36325,He has a robust immune system.,彼はたくましい免疫システムを持っています。,3003923
,,,sack,〈他〉(軍隊が占領後)〈都市など〉を略奪する / (都市などの)略奪,/sæk/,36846,He packed his belongings into a sack.,彼は自分の持ち物を袋に詰めた。,1652264
,,,sacrifice,"〈U〉〈C〉(神に…の)いけにえをささげること;〈C〉(神への…の)いけにえ《+of+名+to+名》  / 〈C〉〈U〉(人・国家・目的などのために…を)犠牲にすること《+of+名+for(to)+名》,(…のための)犠牲的行為;〈C〉(…のために)犠牲にされるもの《+for(to)+名》  / 〈C〉〈U〉投げ売り[値段];見切品  / 〈C〉(野球の)犠牲バント,犠打  / (神に)〈人・動物など〉‘を'いけにえにする《+名+to+名》  / (…のために)…‘を'犠牲にする《+名+for(to)+名》  / 《話》‘を'投げ売りする  / (野球で)〈走者〉‘を'犠打で進める  / (神に)いけにえをささげる《+to+名》 ",/ˈsæk.rə.faɪs/,36860,People often make sacrifices to please the gods.,神々を喜ばせるために、人々はしばしば生贄を捧げる。,3004060
,,,scratch,"(つめなど,とがった物で)…‘を'ひっかく,‘に'ひっかき傷をつける  / 〈かゆいところ〉‘を'かく  / …‘に'かゆみを感じさせる  / (線で消したりして)(…から)〈名前など〉‘を'削除する《+out(off)+名+from(off)+名》  / (ひっかいたり,刻んだりして)…‘を'書く,描く  / …‘を'走り書きする  / (競争・レースなどから)…の参加を取り消す  / (つめなどで)ひっかく;ひっかきまわす《+about》  / (…を)ひっかいてガリガリ音をたてる《+at(on)+名》  / かき傷(跡)がつく  / (競技への)出場を取り止める;手を引く",/skrætʃ/,37559,I accidentally scratched my arm on a sharp edge.,尖ったもので、うっかり腕を引っかいてしまった。,3004159
,,,scrap,"【名/C】かけら, 小片 / 《a ~》少々《の...》《of ...》 / 《複数形で》残りもの / 【名/U】くず, がらくた / 【動/他】を捨てる / をくずにする, をスクラップにする",/skræp/,37549,I need to scrap the old car.,古い車を廃棄する必要があります。,3004160
,,,segmentation,"区分,分割,分断",/sɛɡmɛnˈteɪʃən/,37889,Segmentation is an important process in data analysis.,区分はデータ分析における重要なプロセスです。,1665193
,,,sensible,"分別がある,思慮深い / 実用的な,実用本位の / 顕著な,目立つ / 認識している",/'sɛnsəbəl/,38103,She always gives sensible advice.,彼女はいつも賢明なアドバイスをしてくれます。,3004343
,,,sensor,(光・温度・放射能などの)感知器,/'sɛnsɔr/,38112,The sensor detected a change in temperature.,センサーは温度の変化を検知しました。,1646874
,,,simplicity,"簡単,平易;(…の)容易《+of+名》  / 飾り気のなさ,簡素,地味,質素  / 実直,誠実",/sɪmˈplɪsɪti/,38994,I love the simplicity of this design.,このデザインの簡単さが大好きです。,3004581
