headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,transcribe,"【動/他】を文字に起こす,発音記号で書き表す；書き写す；翻訳する；編曲する",/trænˈskraɪb/,43990,I need to transcribe this audio recording into text.,この音声録音をテキストに書き起こす必要があります。,3005911
,,,entrant,"〈C〉《競技などの》参加者《for ...》 / 《...の》新会員, 新入生, 《新しい識務などに》つく人《to, into ...》",/ˈɛntrənt/,14137,The entrant was excited to participate in the competition.,参加者は競技に参加することを楽しみにしていました。,1628718
,,,watershed,"分水嶺(れい),分水界,(川の)流域,分岐点,転機",/ˈwɔːtərʃɛd/,46863,"The river flows through the watershed, dividing the land into two separate drainage basins.",その川は分水嶺を通って流れ、土地を二つの別々の流域に分けています。,1659776
,,,tech,【名/U】技術【C】技術者；工科大学【形】技術系の,/tɛk/,48299,I work in the tech industry.,私はテクノロジー業界で働いています。,1635194
,,,specification,"〈U〉《...の》詳説,詳述《of ...》 / 〈U〉明細事項,内訳 / (また《話》[[specs]])〈C〉《通例複数形で》(明細な)仕様書,設計書",/spɛsɪfɪˈkeɪʃən/,40228,The specification of the product is provided in the user manual.,製品の詳細は取扱説明書に記載されています。,3004953
,,,diagram,"〈C〉図, 図表, 予定表, グラフ",/ˈdaɪ.əˌɡræm/,11745,I drew a diagram to explain the process.,私はプロセスを説明するために図を描きました。,2997563
,,,stimulus,刺激[するもの],/stɪˈmjʊləs/,41033,The loud music was a stimulus for the crowd to start dancing.,大音量の音楽は、人々が踊り始める刺激となった。,3005108
,,,horizon,"地平線,水平線  / (知識・関心・経験などの)限界,範囲,視野《+of+名》",/həˈraɪzən/,20341,The sun sets below the horizon.,太陽は地平線の下に沈みます。,2999802
,,,authority,"〈U〉(地位の持つ,また職能上与えられた)権威,権力,権限,権能  / 〈C〉権力者,権限者;《複数形で》当局,その筋,官庁  / 〈C〉(情報・助言などの)信頼すべき筋,信頼できる根拠;典拠  / 〈C〉(その道の)大家,権威(expert)《+on+名》",/əˈθɔːrəti/,2708,The mayor has the authority to make decisions for the city.,市長には市の決定を下す権限があります。,2996398
,,,disadvantage,"〈C〉不利な立場(状態)  / 〈U〉不利,不利益;(名声・信用などの)損傷,損失",/dɪsədˈvæntɪdʒ/,12014,One disadvantage of living in a big city is the high cost of living.,大都市に住むことの一つの不利な点は高い生活費です。,2997637
,,,dominant,"支配的な,最も有力な  / (位置が)群を抜いて高い,そびえ立つ  / (手・目など左右のいずれかが)力のある  / (遺伝で)優性の  / (音階で)第5度音の,属音の  / (遺伝の)優性形質  / 第5度音,属音",/dɑˈmɪnənt/,12628,She has a dominant personality.,彼女は支配的な性格を持っています。,2997792
,,,numerical,"数字上の,数に関する,数を表す",/njuːˈmɛrɪkəl/,29053,She has a numerical advantage over her opponents.,彼女は相手より数的優位に立っている。,1659172
,,,puzzle,"〈他〉の頭を悩ませる,を困らせる / 〈自〉頭を悩ませる,考え込む",/ˈpʌzəl/,34225,His behavior puzzled me.,彼の行動に私は、困惑した。,42937
,,,simplify,単純化する,/sɪm.plɪ.faɪ/,38996,We need to simplify the process.,私たちはプロセスを簡単にする必要があります。,1664815
,,,portray,を描く / を言葉で描写する / (舞台・映画で)…を演じる,/pɔːrˈtreɪ/,32727,The movie accurately portrays what it was like to live in the 19th century.,この映画は、19 世紀の生活がどのようなものであったかを正確に描写しています。,1626527
,,,reproduce,"〈他〉を再現する / を複製する, を複写する / を繁殖させる / 〈自〉(動植物が)繁殖する / 複製できる",/ˌriː.prəˈduːs/,35708,Scientists are trying to reproduce the experiment to confirm the results.,科学者たちは結果を確認するために実験を再現しようとしています。,3003757
,,,transmit,"伝わる / を送る, を伝える",/trænzˈmɪt/,44036,The radio waves transmit information from one device to another.,無線波は情報を一つの機器から別の機器に伝えます。,3005917
,,,physics,〈U〉物理学,/fɪˈzɪksɪz/,31748,I studied physics in college.,私は大学で物理学を勉強しました。,3002752
,,,virtue,"〈U〉美徳,徳;高潔 / (特に婦人の)節操,貞操 / 〈C〉 (特定の)道徳,美徳 / 〈U/C〉《...という》 長所, 美点 《of ...》 / 《…するという》効力,ききめ《of ...》",/'vɜːrtʃuː/,46302,"1. Honesty is a virtue that should be valued.
2. What do you feel are the virtues of this company?","1. 正直は尊重されるべき美徳です。
2. この会社の良いところはどこだと思いますか？",3006474
,,,afterward,"あとで, あとに / 以後, その後",/ˈæftərwərd/,784,I will clean the house afterward.,私はあとで家を掃除します。,2995854
,,,instinct,"〈U〉本能 / 〈C〉《…に対する》(生まれつきの)才能,素質,天分《for ...》",/ˈɪnstɪŋkt/,22110,Her instinct told her to trust him.,彼女の本能は彼を信じるように言った。,1628566
,,,workshop,"〈C〉仕事場,工作場  /《米》(セミナー形式の)研究会,討論会",/'wɜːrkʃɒp/,47853,My father spends most of his time in his workshop.,私の父は彼の仕事場でほとんどの時間を過ごします。,1628618
,,,wheat,〈U〉小麦,/wiːt/,47176,Wheat is a staple crop in many countries.,小麦は多くの国で主要な作物です。,1628770
,,,distribution,"〈U〉《...への》配分, 配布《to ...》 / 〈C〉配分されたもの, 配給品 / 〈U〉（商品の）流通組織",/dɪstrɪˈbjuːʃən/,12406,The distribution of goods is an important aspect of the supply chain.,商品の流通はサプライチェーンの重要な側面です。,2997739
,,,obscure,【形容詞】不明瞭な、わかりにくい / 【動詞】を曖昧にする、を隠す,/əbˈskjʊr/,29199,The meaning of the poem was obscure.,詩の意味は不明瞭だった。,3002086
,,,destination,"〈C〉(旅行・航海などの) 目的地, 行き先 / (物の) 送付先, 到着地",/dɛstɪˈneɪʃən/,11592,What's the destination of this ship?,この船の目的地はどこですか。,132500
,,,threshold,"〈C〉敷居 / 《単数形で》《…の》始め, 出発点《of ...》 / しきい値",/ˈθɹɛʃ.hoʊld/,43231,The threshold for passing the exam is set at 70%.,試験の合格ラインは70％に設定されています。,1628890
,,,particle,"〈C〉粒子 / 小片,(ごく)少量,微量 / 不変化詞",/ˈpɑːrtɪkəl/,30733,The particle is very small.,その粒子はとても小さいです。,3002514
,,,feedback,〈U〉フィードバック / 《話》《…についての》反応《about ...》,/ˈfiːdbæk/,15438,I appreciate your feedback on the project.,プロジェクトに対するフィードバックをいただけると幸いです。,2998548
,,,proposition,"〈C〉提案 / 陳述 / 命題 / 定理 / 《話》(扱わなければならない)仕事,事柄",/prəˈpɑzɪʃən/,33711,The proposition was met with strong opposition from the members.,その提案はメンバーから強い反対を受けました。,3003246
,,,scatter,をばらまく/ をまきちらす / を追い散らす,/'skætər/,37354,The wind scattered the leaves across the yard.,風が葉っぱを庭中に散らかした。,3004081
,,,offspring,"〈C〉《単数・複数扱い》(人間や動物の)子, 子孫 / 《...から》生じたもの, 《...の》結果,所産《of ...》",/ˈɒfˌsprɪŋ/,29403,She loves spending time with her offspring.,彼女は子供たちと過ごすことが大好きです。,3002149
,,,gut,"【名/C】腸 / 《複数形で》内臓,腹わた / 《複数形で》元気,勇気,根性 / 《複数形で》中身,内容 / 【動/他】〈鳥・魚〉の腹わたを取り除く / の内部を破壊する / 【形】本能的に感じる, 直感的な",/ɡʌt/,18851,He had a gut feeling that something was wrong.,彼は何かがおかしいという直感を持っていた。,2999398
,,,absorb,【動/他】を吸収する / 〈心・注意・時間〉をすっかり奪う,/əbˈsɔːrb/,197,Plants absorb sunlight to perform photosynthesis.,植物は光合成を行うために太陽光を吸収します。,2995643
,,,accent,"〈C〉〈U〉アクセント,強勢;アクセント記号  / 〈C〉(言葉の)なまり  / 《複数形で》口調,音調(tone)  / 〈C〉〈U〉強調,重視",/ˈæksənt/,256,She speaks English with a foreign accent.,彼女は外国なまりのある英語を話す。,16537
,,,accurately,"【副】正確に,精密に",/ˈækjərətli/,330,He accurately described what happened there.,彼はそこで起きたことを正確に描写した。,38862
,,,acute,"(先の)鋭い,とがった  / (痛み・感情などが)激しい,強い  / (知力・感覚などが)鋭い,鋭敏な  / (事態が)重大な  / (病気が)急性の  / (音が)高い,鋭い  / 鋭角の",/əˈkjut/,458,The eagle has an acute vision that allows it to spot its prey from a great distance.,鷲は鋭い視力を持っており、遠くから獲物を見つけることができます。,2995749
,,,admission,"〈U〉《場所・学校・会などへ》入ることを許すこと《to ...》 / 《...への》 入場料 《to ...》 / 〈C〉(事実・誤りなどを)認めること,白状",/ədˈmɪʃən/,556,The museum offers free admission to students on weekends.,週末には、学生は無料でその博物館に入場できる。,2995787
,,,aesthetic,"美的な, 美の, 美学の, 審美的な",/ɛsˈθɛtɪk/,692,The aesthetic appeal of the painting captivated everyone in the room.,その絵画の美的魅力は部屋にいる全員を魅了した。,2995818
,,,aggregate,"【動/他】を集める / 【動/自】総計《....に》なる 《to ...》 / 【形】集まった / 総計の / 【名/U】集合体 / 【名/U/C】(砂利など)骨材  / 《the ~》総計,総額",/ˈæɡrɪɡət/,824,The company will aggregate data from various sources to analyze customer behavior.,会社は顧客の行動を分析するために、さまざまな情報源からデータを集約します。,1665192
,,,aluminum,〈U〉《米》アルミニウム,/əˈluːmɪnəm/,1245,The soda can is made of aluminum.,そのソーダ缶はアルミニウムでできています。,2995990
,,,amongst,～の間に / ～の中の,/əˈmʌŋst/,1371,The truth is often found hidden amongst the lies.,真実はしばしば嘘の間に隠されて見つかるものです。,2996029
,,,architect,"建築家,建築技師  / (特に長期にわたる作業計画・事業などの)創始者,創案者,計画者",/ˈɑːrkɪtɛkt/,2106,My brother is studying to become an architect.,私の兄は建築家になるために勉強しています。,2996203
,,,archaeology,考古学,/ɑrkiˈɑlədʒi/,2075,Archaeology is the study of human history through the excavation and analysis of artifacts and other physical remains.,考古学は、遺物や他の物理的な遺跡の発掘と分析を通じて人類の歴史を研究する学問です。,1661019
,,,artifact,【名】人工物；工芸品；人工遺物/　人為的な結果; 作為/ 　不自然な結果,/ˈɑːrtɪfækt/,2283,The museum displayed a beautiful artifact from ancient Egypt.,博物館は古代エジプトの美しい工芸品を展示していました。,1629411
,,,assignment,割り当てられた仕事,/əˈsaɪnmənt/,2404,When will your assignment be completed?,君の宿題はいつ終わりますか。,92217
,,,axis,"〈C〉軸,軸線;枢軸(すうじく)  / 《the A-》枢軸国(第二次大戦当時の日本・ドイツ・イタリアなど)",/ˈæksɪs/,2850,The earth rotates on its axis.,地球はその軸上で回転します。,2996404
,,,backward,後方へ / 逆に,/bækwərd/,3021,He took a step backward when he saw the snake.,彼は蛇を見て後方へ一歩下がった。,2996468
,,,basin,"たらい,はぢ(bowl);洗面器  / (…の)たらい1杯[分]《+of+名》  / (自然または人工の)水たまり,池  / (川の)流域;くぼ地,盆地  / 入江,内湾,船だまり",/ˈbeɪsən/,3413,Please fill the basin with water.,たらいに水を入れてください。,2996566
,,,bat,〈C〉コウモリ,/bæt/,3449,I saw a bat flying in the night sky.,夜空を飛ぶコウモリを見ました。,3008891
,,,beam,"〈C〉(建設の)はり,けた,横材  / 〈C〉(船の甲板を支える)横はり  / 〈C〉(はかりの)さお;(織機の)糸巻き  / 〈C〉光線,光束  / 〈C〉(顔などの)輝き,晴れやかさ  / 〈C〉(船舶・航空機用の)信号電波  / 〈U〉最大船幅",/biːm/,3563,The construction worker is installing the beam in the new building.,建設作業員が新しい建物にはりを取り付けています。,2996600
,,,behavioral,【形】行動の,/bɪˈheɪvjərəl/,3740,His behavioral problems are causing issues at school.,彼の行動上の問題が学校で問題を引き起こしています。,1641168
,,,blank,"(紙が)白紙の;(欄が)空白の,書き入れていない  / がらんとした,からの(empty);なんの装飾もない  / ぼんやりした,うつろな,無関心な  / 全くの  / 空白,空所  / 書き込み用紙(form)  / 空虚;空(くう)の部分  / (語句・文学を伏せる場所に用いる)ダッシュ“‐"":Mr-某氏  / (またblank cartridge)(銑火器の)空包",/blæŋk/,4335,The sky was blank and empty.,空は空しく、何もない状態だった。,1624005
,,,bonus,"ボーナス,特別手当;特別配当金  / 桂品,おまけ  / 《話》思いがけない喜び[を与えるもの]",/'boʊnəs/,4757,I received a bonus for my hard work.,私は頑張った成果としてボーナスを受け取りました。,1641067
,,,bound,"【動/自】跳ね上がる, 跳ね返る / 〈心が〉おどる,わくわくする  / 【名/C】はずみ,はね返り / 跳躍",/baʊnd/,4935,The dog is bound by a leash.,犬はリードで繋がれています。,3008937
,,,bound,"【名/C】《複数形で》《…の》境界,境界線《of ...》 / 《複数形で》《…の》 限度,限界《of ...》 / 【動/他】《通例受動態で》〈国など〉と境を設する / 〈行動・欲望など〉を制限する",/baʊnd/,4936,The hiker reached the bound of the national park.,ハイカーは国立公園の境界線に到達しました。,3010191
,,,bubble,"〈C〉あわ,あぶく  / 〈U〉あわ立ち,あわ立ちの音  / 〈C〉(すぐ消える)あわのようなこと  / 〈C〉シャボン玉",/ˈbʌbəl/,5424,The children are blowing bubbles.,子供たちがシャボン玉を吹いている。,82916
,,,calculation,"〈U〉〈C〉計算,見積もり,算定；予想,推定；意図,熟慮",/kæl.kjuˈleɪ.ʃən/,5956,I need to do some calculation for this project.,このプロジェクトのために計算をしなければなりません。,3009190
,,,calcium,カルシウム(金属元素;化学記号はCa),/'kælsiəm/,5949,Calcium is an essential mineral for strong bones and teeth.,カルシウムは、強い骨と歯のために必要な重要なミネラルです。,1642066
,,,civilization,"〈U〉〈C〉(物質的・社会的・科学的・政治的に高度な)文明;(特定の地域・国民・時代に発達した)文明[様式]/《集合的に》文明世界;文明人/〈U〉(…の)文明化,開化《+of+名》",/sɪvəlaɪˈzeɪʃən/,7702,The ancient civilization of Egypt built impressive pyramids.,古代エジプトの文明は印象的なピラミッドを建設しました。,3009509
,,,click,"(掛け金をかけたり,錠を回したりする時の)カチリという音  / カチリと鳴る物;掛け金",/klɪk/,7860,"If you enjoyed this, please give a click on the vote link!",お楽しみいただけましたら、ポチっと１票お願いいたします！,986
,,,cognitive,【形】認知の,/kɑˈɡnɪtɪv/,8214,Cognitive abilities decline with age.,年齢とともに認知能力は低下する。,1659917
,,,commodity,"【名/C】日用品, 商品 / 《かたく》 役に立つ物, 便利な物",/kəˈmɑːdəti/,8540,The price of the commodity has increased due to high demand.,需要の高まりにより、商品の価格が上昇しました。,2996994
,,,comparative,"比較の,比較による  / 比較的,かなりの  / 比較級の  / 比較級",/kəmˈpær.ə.tɪv/,8624,She is taller than her sister.,彼女は妹よりも背が高いです。,3009690
,,,compensate,《…に対して》〈人〉に補償する《for ...》 / 〈損失など〉を償う / 《米》…に報酬(給与)を支払う / 《損失などを》償う《for ...》,/kɑm.pənˌseɪt/,8645,The company will compensate the employees for their overtime work.,会社は従業員に残業代を補償します。,3009696
,,,comprehension,"〈U〉理解,理解力 / 包含,包括,包容力",/kɑmprɪˈhɛnʃən/,8722,Reading comprehension is an important skill for academic success.,読解力は学業の成功に重要なスキルです。,3009727
,,,conference,"〈C〉会議,協議会  / 〈U〉〈C〉(…との)相談,協議《+with+名》  / 〈C〉(学校,スポーツクラブなどの)連盟",/ˈkɑnfərəns/,8890,I attended a conference last week.,先週、私は会議に出席しました。,3009773
,,,confine,"《ある範囲に》…を制限する, 限る(limit)《to ...》  / 《…に》〈人など〉を閉じ込める, 監禁する《in, to ...》  / 《通例受動熊で》〈女性〉をお産の床につかせる",/kənˈfaɪn/,8910,The study will confine its focus on children under 10 years old.,その研究は10歳未満の子供に焦点を限定する。,2995450
,,,confound,"【動/他】(状況などが) 〈人〉を混乱させる / 〈人〉を困惑させる, を面食らわせる / 《...と》...を混同する《with ...》",/kənˈfaʊnd/,8932,The results of the experiment confound the researchers.,実験の結果は研究者を困惑させる。,3009779
,,,contrary,"反対の / 逆の,意に反した / ひねくれた",/'kɒntrəri/,9256,Their proposition is contrary to ours.,彼らの提案は我々のと反対である。,24169
,,,controversy,"(通例紙上での)論争;議論,口論",/kɒntrəˈvɜːrsi/,9278,There is a lot of controversy surrounding the new government policy.,新しい政府の政策には多くの論争がある。,3009866
,,,converge,"《同一点・同一場所に》集まる,集中する《on ...》 / (物理・数学で)収れんする / …を1点に集める",/'kɒnvɜːdʒ/,9308,The protesters will converge at the city center.,抗議者たちは市の中心部で集まる予定です。,3009872
,,,credibility,"〈U〉信頼性,信用性",/krəˈdɪbɪləti/,10003,The credibility of the research findings was questioned.,研究結果の信頼性が問われました。,1629167
,,,cue,"【名/C】(行動の)きっかけ,合図 / (せりふの)渡し文句 /【動/他】…にきっかけ(指示)を与える",/kjuː/,10336,The actor forgot his cue and stood on stage in silence.,俳優はキューを忘れて、黙って舞台に立っていました。,2997193
,,,deadline,最終期限;(新聞・雑誌などの)原稿〆切（締切）時間・最終期限,/ˈdɛdˌlaɪn/,10855,I need to submit my report before the deadline.,最終期限までにレポートを提出しなければなりません。,2997319
,,,deliberately,"故意に, わざと / よく考えて, 慎重に",/dɪˈlɪbərətli/,11228,He deliberately ignored her.,彼は故意に彼女を無視した。,2997416
,,,dictate,命令する、指示する、 口述する、（状況や必要性が）要求する、決定づける,/dɪkˈteɪt/,11808,She asked her assistant to dictate the letter.,彼女はアシスタントに手紙を書き取らせるよう頼んだ。,2997580
,,,diagnose,【動/他】（病気）を診断する,/ˈdaɪəɡnoʊz/,11740,The doctor was able to diagnose the patient's illness.,医者は患者の病気を診断することができました。,2997568
,,,dialect,"〈C/U〉方言, なまり / (ある階級・人種・職業などの)通り言葉",/ˈdaɪəˌlɛkt/,11752,She speaks with a strong dialect.,彼女は強い方言で話す。,2997569
,,,differential,"差別的な /  微分の / 差動の / 〈C〉差別額,運賃差 / 〈U〉微分 / 〈C〉〈U〉(また[[differential gear]])差動歯車,差動装置",/dɪˌfɛrənʃəl/,11845,The differential equation is difficult to solve.,微分方程式は解くのが難しいです。,1628675
,,,differentiate,【動/自】分化する 【動/他】を識別する、を差別化する,/dɪˈfɛrəntʃieɪt/,11847,It is important to differentiate between fact and opinion.,事実と意見を区別することが重要です。,1637435
,,,diverse,"別種の,違った《from》；いろいろの,多様な",/dɪˈvɜːrs/,12445,The team is made up of diverse individuals from different backgrounds.,チームは、異なるバックグラウンドを持つ多様な人で構成されています。,2997751
,,,domination,"支配,君臨;優勢",/dɒmɪˈneɪʃən/,12630,The country's domination over the region was evident in its control of the economy and politics.,その国の支配は、経済と政治の制御によって明らかであった。,2997802
,,,drain,"(液体を)…‘から'排出する《+名+of+名》;(…から)〈液体〉‘を'排出する《+名+from+名》  / …‘を'消耗させる,枯渇させる;(…を)〈人〉‘から'消耗させる《+名+of+名》  / 〈酒など〉‘を'飲み干す,空にする  / 〈土地〉‘を'干上がらせる  / 〈土地などが〉水はけがよい;(液体を)排出する《+of+名》  / 〈水・液体などが〉徐々に流れ去る",/dreɪn/,12864,The plumber fixed the drain and now the water flows smoothly.,配管工は排水溝を修理して、今は水がスムーズに流れます。,2997862
,,,duration,"〈U〉（時間の）持続,存続,継続；存続期間,持続時間",/djʊˈreɪʃən/,13183,The duration of the movie was two hours.,映画の時間は2時間でした。,1649915
,,,economist,経済学者,/ɪˈkɒnəmɪst/,13403,The economist predicted a recession in the next quarter.,経済学者は次の四半期に景気後退を予測しました。,2998014
,,,elevation,"【名/U/C】《文》《…を…に》高めること, 向上させること《of ... to ...》 / 【名/U】《文》気高さ / 【名/C】《文》高地 / 《単数形で》(地表・海面からの) 高さ（＝altitude）",/ˌɛləˈveɪʃən/,13685,"The elevation of the mountain peak is 3,000 meters.","山の頂上の標高は3,000メートルです。",1665135
,,,elementary,"初歩の,基礎の",/ˌɛləˈmɛntəri/,13675,This math problem is elementary.,この問題は非常に簡単です。,1624185
,,,elite,"《the ~》《複数扱い》えり扱きの人々,エリート,精鋭  / 〈U〉エリート活字",/ɪˈliːt/,13706,He is considered one of the elite in his field.,彼は自分の分野でエリートの一人と見なされています。,2998084
,,,elimination,"〈U〉《...の》除去,削除《of ...》 / 予選",/ɪˌlɪmɪˈneɪʃən/,13705,The elimination of waste is crucial for a sustainable environment.,廃棄物の排除は持続可能な環境にとって重要です。,1662451
,,,embed,埋め込む,/ɪmˈbɛd/,13765,The workers will embed the steel rods into the concrete.,労働者たちは鉄筋をコンクリートに埋め込む予定です。,1642289
,,,emergence,出現,/ɪˈmɜːrdʒəns/,13805,The emergence of new technologies has revolutionized the way we live.,新しい技術の出現は私たちの生活のあり方を革命的に変えました。,1663111
,,,execute,〈他〉を実行する / 《Bの罪でAの》死刑を執行する《 A for / as B》 / （芸術品）を制作する / （法律・契約など）を執行する,/ˈɛksəˌkjut/,14717,He will execute the plan tomorrow.,彼は明日計画を実行する予定です。,2998345
,,,flip,"〈他〉をはじく, をはじき上げる / …をくるっとひっくり返す《over ...》 / 〈自〉ぽんとはじける,ぐいと動く",/flɪp/,16154,I like to flip pancakes in the air.,私はパンケーキを空中で裏返すのが好きです。,1642313
,,,fluid,"流体,流動体",/ˈfluːɪd/,16254,The fluid flows through the pipe.,流体がパイプを流れます。,2998754
,,,footnote,脚注,/fʊtˈnoʊt/,16478,Please include a footnote at the bottom of the page.,ページの下部に脚注を追加してください。,2998806
,,,forum,"《the Fo・rum》(古代ローマの)大広場,市場(商業取引や裁判・政治などの集会所として用いられた)  / 〈C〉(公開討論・批判などの)広場,フォーラム  / 〈C〉討論会",/ˈfɔː.rəm/,16706,I attended a forum on ancient Roman history.,私は古代ローマの歴史に関するフォーラムに参加しました。,2998867
,,,found,"【動/他】...を創設する, を設立する / 《...の上に》（建物など）を建てる《on, upon ...》 / 《...に》...の基礎を置く《on, upon ...》",/faʊnd/,16736,They founded the company last year.,彼らは去年その会社を設立した。,3413132
,,,freely,"自由に;かってに  / 惜しげなく,十分に  / 率直に;無遠虜に  / 自分から進んで",/ˈfriːli/,16918,You can express yourself freely in this art class.,この美術クラスでは自由に自己表現することができます。,2998923
,,,fracture,"【名/U】骨を折ること, 骨を折った状態 / 【名/C】裂け目 / 【動/他】を骨折する / を砕く / 【動/自】骨折する / 砕ける",/'fræktʃər/,16806,He suffered a fracture in his arm.,彼は腕を骨折しました。,2998894
,,,genetics,遺伝学,/dʒəˈnɛtɪks/,17684,Genetics is the study of genes and heredity.,遺伝学は遺伝子と遺伝に関する研究です。,2999090
,,,graph,"グラフ,図表",/ɡræf/,18411,I created a graph to visualize the data.,データを視覚化するためにグラフを作成しました。,2999280
,,,gross,"全体の, 総計の / 粗野な,下品な, キモい",/ɡroʊs/,18631,His gross manners offended his companions.,彼の無作法は仲間を怒らせた。,41656
,,,hedge,〈C〉生垣 / 境界 / 《...に対する》 保護手段《against ...》,/hɛdʒ/,19600,I trimmed the hedge in my garden.,私は庭の生け垣を刈りました。,2999619
,,,hierarchy,"聖職の階級組織  / 聖職位階制政治  / (一般に)階級組織,職階制;階層",/ˈhaɪəˌrɑrki/,19867,The company has a clear hierarchy with different levels of management.,会社には異なる管理レベルを持つ明確な階層があります。,1637479
,,,hip,"〈C〉腰,背骨, ヒップ",/hɪp/,19996,She injured her hip while dancing.,彼女は踊っている最中に腰を負傷しました。,2999717
,,,inclusion,"【名/U】中に含めること,包含【C】中に含まれた物",/ɪnˈkluːʒən/,21430,The inclusion of diverse perspectives is essential for a well-rounded discussion.,多様な視点の包括は、円滑な議論に不可欠です。,1639381
,,,industrialization,"産業化,工業化",/ɪnˌdʌstriəlaɪˈzeɪʃən/,21697,Industrialization played a crucial role in the economic development of the country.,産業化は国の経済発展において重要な役割を果たしました。,3000150
,,,infect,〈他〉感染させる、影響を及ぼす,/ɪnˈfɛkt/,21774,The virus can infect humans easily.,ウイルスは人間を簡単に感染させることができます。,3000172
,,,initiate,【動/他】始める、入会させる、教える,/ɪˈnɪʃiˌeɪt/,21921,We need to initiate a plan of action to solve this problem.,この問題を解決するために、行動計画を開始する必要があります。,1017743
,,,insert,"(…に)…‘を'差し込む,挿入する《+名+in(into, between)+名》  / 挿入物;(別刷りの)差し込みページ;(新聞などの)折り込みビラ",/ɪnˈsɜːrt/,22037,Please insert the key into the lock.,鍵をロックに差し込んでください。,3000240
,,,intermediate,"中級の,中間の",/ˌɪntərˈmiːdiət/,22280,She is at an intermediate level in French.,彼女のフランス語は中級レベルです。,1633278
,,,irrelevant,"無関係の,重要でない",/ɪˈrɛləvənt/,22610,The color of the walls is irrelevant to the overall design.,壁の色は全体のデザインには無関係です。,3000397
,,,kidney,"〈C〉腎臓 / 〈U〉《文》気質,性質",/ˈkɪdni/,23354,He was diagnosed with a kidney infection.,彼は腎臓感染症と診断されました。,3000572
,,,leaf,"〈C〉(木・草の)葉  / 〈C〉花びら  / 〈C〉(本などのページの裏表)1枚  / 〈U〉(金属の)薄片,箔(はく)  / 〈C〉(折りたたみ式テーブルの)補助板  / 《おもに米》〈木が〉葉を出す《+out》  / (本などの)ページをばらばらとめくる,内容にざっと目を通す》+through+名》",/liːf/,24093,The leaf of the tree was very large.,木の葉はとても大きかった。,1623526
,,,lecturer,〈C〉《...の》講演者《in ...》 / (大学の)講師,/ˈlɛktʃərər/,24160,The lecturer gave an informative presentation on the topic.,講演者はそのトピックについての情報を提供するプレゼンテーションを行いました。,3000790
,,,lever,"てこ,レバー  / ‘を'てこを使って動かす",/ˈlɛvər/,24343,He used a lever to lift the heavy box.,彼は重い箱を持ち上げるためにてこを使った。,3000826
,,,logical,"論理学の  / 論理的な  / (論理上)必然の,不可避の",/lɑːdʒɪkəl/,24920,Logical reasoning is an important skill in the field of philosophy.,論理的な推論は哲学の分野で重要なスキルです。,1662581
,,,loop,"(糸・ひも・針金などで作った)輪・輪状のもの;(輪状の)湾曲部・(宙返り飛行・スケートなどで描く)輪・ループ (ある条件が成立するまで繰り返し実行される，プログラム中に記述された一連の命令のこと)・仲間、影響｝を受け合う間柄・同列の立場・「keep誰々in the loop」として、「keep誰々informed：情報を（人）に絶えず提供し続ける、報告を（人）に欠かさない、（人）に逐次連絡する、（人）に常に通知する」・避妊リング; (鉄道・電線などの)環状線(loop line)・…‘を'輪にする,輪で囲む・…‘を'輪で結ぶ,輪で締める《+up+名,+名+up》・輪になる,輪を描く",/lup/,25023,She threaded the string through the loop.,彼女は糸を輪の中に通した。,3001006
,,,lump,"【名/C】(一定の形のない) 塊 / こぶ, はれもの / 【形】塊になった / 一まとめの / 【動/他】〈いくつかのもの〉を一まとめにする《together》 / 【動/自】塊になる",/lʌmp/,25255,I found a lump on my arm.,私は腕にしこりを見つけました。,3001053
,,,lung,"〈C〉《しばしば複数形で》肺, 肺臓",/lʌŋ/,25274,He has a problem with his lung.,彼は肺の問題を抱えています。,3001062
,,,marble,〈U〉大理石  / 《複数形で;単数扱い》おはじき遊戯  / 〈C〉おはじきの石,/ˈmɑːrbl/,25856,The statue was made of marble.,その像は大理石で作られていました。,3001196
,,,mechanic,"機械工,職工",/məˈkænɪk/,26257,The mechanic fixed my car.,機械工は私の車を修理しました。,3001313
,,,merge,"〈自〉〈会社・組織が〉合併する, 《...と》合併する《with ...》 / 《…に》溶け込む《into, in ...》 / 〈他〉〈会社・組織〉を合併する, 《...と》...を合併する《with ...》",/mɜːrdʒ/,26490,The two companies decided to merge in order to expand their market share.,2つの会社は市場シェアを拡大するために合併することを決定しました。,3001375
,,,minus,"…を引くと,を減ずると  / 《話》…なしで,を失って,のない(without)",/mɑɪnəs/,26992,"That will be $1,500, minus the deposit of $150 that you already paid.",すでに支払った150ドルを差し引くと、1500ドルとなる。,3010607
,,,missile,"ミサイル,ロケット弾  / 《文》飛び道具(石,矢,投げやりなど)",/mɪˈsaɪl/,27132,The missile was launched from a military base.,ミサイルは軍事基地から発射されました。,3001529
,,,monopoly,"〈U〉〈C〉《単数形で》(事業などの)独占,(商品の)専売;(一般に)(…の)独占,占有《+of+名》  / 〈C〉(国家・特許などによる)(…の)独占権,専売権《+of(on)+名》  / 〈C〉独占企業,専売会社(公社)  / 〈C〉(独占の対象となる)専売品,専売業,独占事業",/məˈnɒp.ə.li/,27433,The company has a monopoly on the market.,その会社は市場を独占している。,3001608
